;Scopy version,dda5ec6
;Exported on,dinsdag januari 25/01/2022
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+08
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
672,-3.328e-05,2.54233,2.50294
673,-3.327e-05,2.54233,2.48841
674,-3.326e-05,2.55686,2.50294
675,-3.325e-05,2.57138,2.47389
676,-3.324e-05,2.52781,2.50294
677,-3.323e-05,2.52781,2.50294
678,-3.322e-05,2.52781,2.48841
679,-3.321e-05,2.54233,2.48841
680,-3.32e-05,2.55686,2.50294
681,-3.319e-05,2.51328,2.48841
682,-3.318e-05,2.54233,2.48841
683,-3.317e-05,2.52781,2.48841
684,-3.316e-05,2.55686,2.45936
685,-3.315e-05,2.54233,2.45936
686,-3.314e-05,2.52781,2.50294
687,-3.313e-05,2.54233,2.48841
688,-3.312e-05,2.52781,2.48841
689,-3.311e-05,2.52781,2.47389
690,-3.31e-05,2.52781,2.47389
691,-3.309e-05,2.52781,2.47389
692,-3.308e-05,2.52781,2.48841
693,-3.307e-05,2.54233,2.48841
694,-3.306e-05,2.55686,2.47389
695,-3.305e-05,2.52781,2.48841
696,-3.304e-05,2.52781,2.47389
697,-3.303e-05,2.54233,2.48841
698,-3.302e-05,2.55686,2.50294
699,-3.301e-05,2.52781,2.48841
700,-3.3e-05,2.52781,2.47389
701,-3.299e-05,2.52781,2.48841
702,-3.298e-05,2.54233,2.51746
703,-3.297e-05,2.55686,2.48841
704,-3.296e-05,2.52781,2.50294
705,-3.295e-05,2.52781,2.47389
706,-3.294e-05,2.54233,2.45936
707,-3.293e-05,2.52781,2.48841
708,-3.292e-05,2.52781,2.50294
709,-3.291e-05,2.52781,2.45936
710,-3.29e-05,2.52781,2.47389
711,-3.289e-05,2.54233,2.47389
712,-3.288e-05,2.54233,2.48841
713,-3.287e-05,2.54233,2.47389
714,-3.286e-05,2.52781,2.48841
715,-3.285e-05,2.54233,2.47389
716,-3.284e-05,2.54233,2.50294
717,-3.283e-05,2.54233,2.47389
718,-3.282e-05,2.55686,2.47389
719,-3.281e-05,2.54233,2.47389
720,-3.28e-05,2.52781,2.47389
721,-3.279e-05,2.52781,2.48841
722,-3.278e-05,2.55686,2.50294
723,-3.277e-05,2.55686,2.48841
724,-3.276e-05,2.54233,2.47389
725,-3.275e-05,2.52781,2.47389
726,-3.274e-05,2.54233,2.44484
727,-3.273e-05,2.52781,2.45936
728,-3.272e-05,2.54233,2.47389
729,-3.271e-05,2.55686,2.48841
730,-3.27e-05,2.55686,2.48841
731,-3.269e-05,2.57138,2.47389
732,-3.268e-05,2.52781,2.48841
733,-3.267e-05,2.55686,2.47389
734,-3.266e-05,2.57138,2.48841
735,-3.265e-05,2.55686,2.48841
736,-3.264e-05,2.55686,2.50294
737,-3.263e-05,2.54233,2.45936
738,-3.262e-05,2.55686,2.47389
739,-3.261e-05,2.55686,2.45936
740,-3.26e-05,2.55686,2.45936
741,-3.259e-05,2.55686,2.47389
742,-3.258e-05,2.55686,2.47389
743,-3.257e-05,2.51328,2.45936
744,-3.256e-05,2.51328,2.48841
745,-3.255e-05,2.52781,2.45936
746,-3.254e-05,2.52781,2.47389
747,-3.253e-05,2.52781,2.45936
748,-3.252e-05,2.54233,2.47389
749,-3.251e-05,2.54233,2.47389
750,-3.25e-05,2.54233,2.45936
751,-3.249e-05,2.51328,2.47389
752,-3.248e-05,2.54233,2.48841
753,-3.247e-05,2.57138,2.50294
754,-3.246e-05,2.55686,2.50294
755,-3.245e-05,2.55686,2.47389
756,-3.244e-05,2.55686,2.47389
757,-3.243e-05,2.54233,2.45936
758,-3.242e-05,2.55686,2.47389
759,-3.241e-05,2.55686,2.45936
760,-3.24e-05,2.52781,2.50294
761,-3.239e-05,2.54233,2.47389
762,-3.238e-05,2.51328,2.45936
763,-3.237e-05,2.55686,2.45936
764,-3.236e-05,2.54233,2.45936
765,-3.235e-05,2.51328,2.44484
766,-3.234e-05,2.52781,2.47389
767,-3.233e-05,2.54233,2.45936
768,-3.232e-05,2.55686,2.47389
769,-3.231e-05,2.52781,2.48841
770,-3.23e-05,2.55686,2.47389
771,-3.229e-05,2.52781,2.47389
772,-3.228e-05,2.55686,2.48841
773,-3.227e-05,2.54233,2.47389
774,-3.226e-05,2.54233,2.48841
775,-3.225e-05,2.54233,2.48841
776,-3.224e-05,2.55686,2.48841
777,-3.223e-05,2.52781,2.50294
778,-3.222e-05,2.55686,2.50294
779,-3.221e-05,2.52781,2.47389
780,-3.22e-05,2.54233,2.47389
781,-3.219e-05,2.55686,2.47389
782,-3.218e-05,2.52781,2.47389
783,-3.217e-05,2.54233,2.48841
784,-3.216e-05,2.54233,2.48841
785,-3.215e-05,2.57138,2.48841
786,-3.214e-05,2.55686,2.48841
787,-3.213e-05,2.52781,2.44484
788,-3.212e-05,2.52781,2.48841
789,-3.211e-05,2.54233,2.47389
790,-3.21e-05,2.54233,2.47389
791,-3.209e-05,2.52781,2.44484
792,-3.208e-05,2.52781,2.48841
793,-3.207e-05,2.54233,2.47389
794,-3.206e-05,2.54233,2.48841
795,-3.205e-05,2.54233,2.48841
796,-3.204e-05,2.54233,2.48841
797,-3.203e-05,2.55686,2.48841
798,-3.202e-05,2.52781,2.48841
799,-3.201e-05,2.52781,2.48841
800,-3.2e-05,2.52781,2.48841
801,-3.199e-05,2.51328,2.48841
802,-3.198e-05,2.52781,2.48841
803,-3.197e-05,2.52781,2.50294
804,-3.196e-05,2.54233,2.50294
805,-3.195e-05,2.52781,2.48841
806,-3.194e-05,2.52781,2.48841
807,-3.193e-05,2.55686,2.47389
808,-3.192e-05,2.55686,2.50294
809,-3.191e-05,2.52781,2.48841
810,-3.19e-05,2.54233,2.48841
811,-3.189e-05,2.54233,2.47389
812,-3.188e-05,2.54233,2.48841
813,-3.187e-05,2.55686,2.48841
814,-3.186e-05,2.52781,2.47389
815,-3.185e-05,2.52781,2.47389
816,-3.184e-05,2.52781,2.48841
817,-3.183e-05,2.52781,2.47389
818,-3.182e-05,2.52781,2.50294
819,-3.181e-05,2.54233,2.50294
820,-3.18e-05,2.54233,2.48841
821,-3.179e-05,2.52781,2.50294
822,-3.178e-05,2.51328,2.51746
823,-3.177e-05,2.52781,2.47389
824,-3.176e-05,2.54233,2.50294
825,-3.175e-05,2.52781,2.48841
826,-3.174e-05,2.55686,2.50294
827,-3.173e-05,2.54233,2.48841
828,-3.172e-05,2.54233,2.47389
829,-3.171e-05,2.52781,2.45936
830,-3.17e-05,2.48423,2.48841
831,-3.169e-05,2.52781,2.48841
832,-3.168e-05,2.55686,2.47389
833,-3.167e-05,2.57138,2.48841
834,-3.166e-05,2.55686,2.48841
835,-3.165e-05,2.54233,2.48841
836,-3.164e-05,2.54233,2.48841
837,-3.163e-05,2.54233,2.50294
838,-3.162e-05,2.52781,2.48841
839,-3.161e-05,2.55686,2.48841
840,-3.16e-05,2.54233,2.47389
841,-3.159e-05,2.52781,2.48841
842,-3.158e-05,2.55686,2.48841
843,-3.157e-05,2.52781,2.47389
844,-3.156e-05,2.54233,2.48841
845,-3.155e-05,2.54233,2.47389
846,-3.154e-05,2.52781,2.48841
847,-3.153e-05,2.54233,2.48841
848,-3.152e-05,2.55686,2.50294
849,-3.151e-05,2.52781,2.47389
850,-3.15e-05,2.55686,2.48841
851,-3.149e-05,2.54233,2.50294
852,-3.148e-05,2.54233,2.48841
853,-3.147e-05,2.54233,2.45936
854,-3.146e-05,2.55686,2.47389
855,-3.145e-05,2.51328,2.47389
856,-3.144e-05,2.55686,2.50294
857,-3.143e-05,2.54233,2.47389
858,-3.142e-05,2.54233,2.47389
859,-3.141e-05,2.52781,2.47389
860,-3.14e-05,2.52781,2.45936
861,-3.139e-05,2.52781,2.48841
862,-3.138e-05,2.51328,2.48841
863,-3.137e-05,2.52781,2.47389
864,-3.136e-05,2.54233,2.47389
865,-3.135e-05,2.51328,2.45936
866,-3.134e-05,2.52781,2.47389
867,-3.133e-05,2.52781,2.48841
868,-3.132e-05,2.52781,2.48841
869,-3.131e-05,2.54233,2.48841
870,-3.13e-05,2.55686,2.48841
871,-3.129e-05,2.54233,2.45936
872,-3.128e-05,2.54233,2.45936
873,-3.127e-05,2.54233,2.44484
874,-3.126e-05,2.52781,2.48841
875,-3.125e-05,2.54233,2.50294
876,-3.124e-05,2.54233,2.50294
877,-3.123e-05,2.54233,2.50294
878,-3.122e-05,2.52781,2.47389
879,-3.121e-05,2.52781,2.47389
880,-3.12e-05,2.51328,2.47389
881,-3.119e-05,2.52781,2.48841
882,-3.118e-05,2.52781,2.47389
883,-3.117e-05,2.52781,2.48841
884,-3.116e-05,2.55686,2.50294
885,-3.115e-05,2.52781,2.47389
886,-3.114e-05,2.52781,2.50294
887,-3.113e-05,2.52781,2.47389
888,-3.112e-05,2.54233,2.50294
889,-3.111e-05,2.51328,2.48841
890,-3.11e-05,2.55686,2.51746
891,-3.109e-05,2.51328,2.48841
892,-3.108e-05,2.51328,2.47389
893,-3.107e-05,2.51328,2.48841
894,-3.106e-05,2.52781,2.48841
895,-3.105e-05,2.55686,2.47389
896,-3.104e-05,2.54233,2.48841
897,-3.103e-05,2.52781,2.48841
898,-3.102e-05,2.52781,2.48841
899,-3.101e-05,2.51328,2.47389
900,-3.1e-05,2.52781,2.48841
901,-3.099e-05,2.52781,2.45936
902,-3.098e-05,2.51328,2.48841
903,-3.097e-05,2.52781,2.50294
904,-3.096e-05,2.52781,2.51746
905,-3.095e-05,2.52781,2.45936
906,-3.094e-05,2.52781,2.48841
907,-3.093e-05,2.54233,2.47389
908,-3.092e-05,2.54233,2.48841
909,-3.091e-05,2.55686,2.47389
910,-3.09e-05,2.52781,2.48841
911,-3.089e-05,2.52781,2.45936
912,-3.088e-05,2.51328,2.47389
913,-3.087e-05,2.52781,2.47389
914,-3.086e-05,2.54233,2.48841
915,-3.085e-05,2.52781,2.45936
916,-3.084e-05,2.52781,2.47389
917,-3.083e-05,2.52781,2.50294
918,-3.082e-05,2.55686,2.48841
919,-3.081e-05,2.54233,2.47389
920,-3.08e-05,2.55686,2.48841
921,-3.079e-05,2.51328,2.50294
922,-3.078e-05,2.54233,2.47389
923,-3.077e-05,2.54233,2.45936
924,-3.076e-05,2.55686,2.48841
925,-3.075e-05,2.52781,2.45936
926,-3.074e-05,2.55686,2.48841
927,-3.073e-05,2.54233,2.45936
928,-3.072e-05,2.58591,2.50294
929,-3.071e-05,2.54233,2.47389
930,-3.07e-05,2.52781,2.50294
931,-3.069e-05,2.51328,2.44484
932,-3.068e-05,2.51328,2.47389
933,-3.067e-05,2.54233,2.48841
934,-3.066e-05,2.54233,2.50294
935,-3.065e-05,2.51328,2.47389
936,-3.064e-05,2.52781,2.48841
937,-3.063e-05,2.52781,2.45936
938,-3.062e-05,2.51328,2.48841
939,-3.061e-05,2.54233,2.50294
940,-3.06e-05,2.54233,2.50294
941,-3.059e-05,2.52781,2.45936
942,-3.058e-05,2.55686,2.48841
943,-3.057e-05,2.54233,2.50294
944,-3.056e-05,2.54233,2.50294
945,-3.055e-05,2.52781,2.48841
946,-3.054e-05,2.55686,2.47389
947,-3.053e-05,2.54233,2.47389
948,-3.052e-05,2.55686,2.48841
949,-3.051e-05,2.54233,2.48841
950,-3.05e-05,2.52781,2.47389
951,-3.049e-05,2.52781,2.47389
952,-3.048e-05,2.51328,2.47389
953,-3.047e-05,2.51328,2.47389
954,-3.046e-05,2.52781,2.47389
955,-3.045e-05,2.52781,2.47389
956,-3.044e-05,2.54233,2.50294
957,-3.043e-05,2.51328,2.47389
958,-3.042e-05,2.55686,2.48841
959,-3.041e-05,2.54233,2.47389
960,-3.04e-05,2.55686,2.47389
961,-3.039e-05,2.51328,2.47389
962,-3.038e-05,2.51328,2.47389
963,-3.037e-05,2.52781,2.47389
964,-3.036e-05,2.54233,2.47389
965,-3.035e-05,2.51328,2.47389
966,-3.034e-05,2.54233,2.45936
967,-3.033e-05,2.54233,2.45936
968,-3.032e-05,2.52781,2.50294
969,-3.031e-05,2.55686,2.48841
970,-3.03e-05,2.55686,2.50294
971,-3.029e-05,2.52781,2.48841
972,-3.028e-05,2.54233,2.48841
973,-3.027e-05,2.52781,2.48841
974,-3.026e-05,2.54233,2.48841
975,-3.025e-05,2.52781,2.47389
976,-3.024e-05,2.55686,2.50294
977,-3.023e-05,2.55686,2.47389
978,-3.022e-05,2.54233,2.48841
979,-3.021e-05,2.57138,2.48841
980,-3.02e-05,2.55686,2.48841
981,-3.019e-05,2.55686,2.47389
982,-3.018e-05,2.54233,2.45936
983,-3.017e-05,2.52781,2.47389
984,-3.016e-05,2.54233,2.48841
985,-3.015e-05,2.55686,2.47389
986,-3.014e-05,2.54233,2.48841
987,-3.013e-05,2.54233,2.45936
988,-3.012e-05,2.55686,2.45936
989,-3.011e-05,2.55686,2.48841
990,-3.01e-05,2.55686,2.50294
991,-3.009e-05,2.52781,2.48841
992,-3.008e-05,2.55686,2.50294
993,-3.007e-05,2.51328,2.45936
994,-3.006e-05,2.54233,2.47389
995,-3.005e-05,2.55686,2.45936
996,-3.004e-05,2.52781,2.48841
997,-3.003e-05,2.54233,2.47389
998,-3.002e-05,2.54233,2.48841
999,-3.001e-05,2.52781,2.47389
1000,-3e-05,2.55686,2.48841
1001,-2.999e-05,2.54233,2.47389
1002,-2.998e-05,2.57138,2.47389
1003,-2.997e-05,2.54233,2.45936
1004,-2.996e-05,2.58591,2.47389
1005,-2.995e-05,2.58591,2.45936
1006,-2.994e-05,2.55686,2.48841
1007,-2.993e-05,2.55686,2.50294
1008,-2.992e-05,2.52781,2.50294
1009,-2.991e-05,2.54233,2.50294
1010,-2.99e-05,2.52781,2.48841
1011,-2.989e-05,2.51328,2.47389
1012,-2.988e-05,2.52781,2.47389
1013,-2.987e-05,2.54233,2.45936
1014,-2.986e-05,2.54233,2.47389
1015,-2.985e-05,2.52781,2.48841
1016,-2.984e-05,2.55686,2.50294
1017,-2.983e-05,2.51328,2.48841
1018,-2.982e-05,2.54233,2.47389
1019,-2.981e-05,2.52781,2.47389
1020,-2.98e-05,2.54233,2.48841
1021,-2.979e-05,2.52781,2.47389
1022,-2.978e-05,2.52781,2.47389
1023,-2.977e-05,2.51328,2.45936
1024,-2.976e-05,2.52781,2.47389
1025,-2.975e-05,2.48423,2.48841
1026,-2.974e-05,2.52781,2.45936
1027,-2.973e-05,2.55686,2.45936
1028,-2.972e-05,2.55686,2.45936
1029,-2.971e-05,2.54233,2.47389
1030,-2.97e-05,2.54233,2.47389
1031,-2.969e-05,2.54233,2.45936
1032,-2.968e-05,2.52781,2.47389
1033,-2.967e-05,2.52781,2.48841
1034,-2.966e-05,2.52781,2.48841
1035,-2.965e-05,2.51328,2.48841
1036,-2.964e-05,2.54233,2.50294
1037,-2.963e-05,2.52781,2.48841
1038,-2.962e-05,2.55686,2.48841
1039,-2.961e-05,2.52781,2.45936
1040,-2.96e-05,2.48423,2.48841
1041,-2.959e-05,2.52781,2.48841
1042,-2.958e-05,2.51328,2.51746
1043,-2.957e-05,2.54233,2.48841
1044,-2.956e-05,2.54233,2.48841
1045,-2.955e-05,2.54233,2.47389
1046,-2.954e-05,2.52781,2.48841
1047,-2.953e-05,2.52781,2.48841
1048,-2.952e-05,2.52781,2.50294
1049,-2.951e-05,2.51328,2.47389
1050,-2.95e-05,2.52781,2.48841
1051,-2.949e-05,2.52781,2.47389
1052,-2.948e-05,2.52781,2.48841
1053,-2.947e-05,2.52781,2.48841
1054,-2.946e-05,2.52781,2.50294
1055,-2.945e-05,2.51328,2.47389
1056,-2.944e-05,2.54233,2.47389
1057,-2.943e-05,2.55686,2.48841
1058,-2.942e-05,2.55686,2.47389
1059,-2.941e-05,2.52781,2.48841
1060,-2.94e-05,2.52781,2.47389
1061,-2.939e-05,2.54233,2.45936
1062,-2.938e-05,2.52781,2.47389
1063,-2.937e-05,2.51328,2.48841
1064,-2.936e-05,2.52781,2.50294
1065,-2.935e-05,2.52781,2.47389
1066,-2.934e-05,2.54233,2.48841
1067,-2.933e-05,2.52781,2.47389
1068,-2.932e-05,2.54233,2.48841
1069,-2.931e-05,2.52781,2.50294
1070,-2.93e-05,2.54233,2.50294
1071,-2.929e-05,2.51328,2.45936
1072,-2.928e-05,2.52781,2.48841
1073,-2.927e-05,2.54233,2.48841
1074,-2.926e-05,2.52781,2.48841
1075,-2.925e-05,2.52781,2.47389
1076,-2.924e-05,2.52781,2.47389
1077,-2.923e-05,2.52781,2.48841
1078,-2.922e-05,2.54233,2.50294
1079,-2.921e-05,2.54233,2.48841
1080,-2.92e-05,2.52781,2.48841
1081,-2.919e-05,2.52781,2.48841
1082,-2.918e-05,2.52781,2.47389
1083,-2.917e-05,2.52781,2.45936
1084,-2.916e-05,2.52781,2.50294
1085,-2.915e-05,2.52781,2.48841
1086,-2.914e-05,2.51328,2.48841
1087,-2.913e-05,2.48423,2.50294
1088,-2.912e-05,2.52781,2.48841
1089,-2.911e-05,2.51328,2.47389
1090,-2.91e-05,2.52781,2.48841
1091,-2.909e-05,2.48423,2.47389
1092,-2.908e-05,2.52781,2.50294
1093,-2.907e-05,2.51328,2.48841
1094,-2.906e-05,2.52781,2.48841
1095,-2.905e-05,2.52781,2.44484
1096,-2.904e-05,2.51328,2.50294
1097,-2.903e-05,2.48423,2.48841
1098,-2.902e-05,2.52781,2.50294
1099,-2.901e-05,2.54233,2.44484
1100,-2.9e-05,2.54233,2.44484
1101,-2.899e-05,2.52781,2.45936
1102,-2.898e-05,2.52781,2.50294
1103,-2.897e-05,2.51328,2.48841
1104,-2.896e-05,2.51328,2.51746
1105,-2.895e-05,2.52781,2.50294
1106,-2.894e-05,2.52781,2.48841
1107,-2.893e-05,2.51328,2.48841
1108,-2.892e-05,2.52781,2.47389
1109,-2.891e-05,2.52781,2.48841
1110,-2.89e-05,2.52781,2.47389
1111,-2.889e-05,2.51328,2.47389
1112,-2.888e-05,2.51328,2.50294
1113,-2.887e-05,2.52781,2.47389
1114,-2.886e-05,2.51328,2.50294
1115,-2.885e-05,2.52781,2.48841
1116,-2.884e-05,2.55686,2.48841
1117,-2.883e-05,2.52781,2.47389
1118,-2.882e-05,2.52781,2.50294
1119,-2.881e-05,2.51328,2.47389
1120,-2.88e-05,2.51328,2.48841
1121,-2.879e-05,2.51328,2.45936
1122,-2.878e-05,2.54233,2.47389
1123,-2.877e-05,2.52781,2.48841
1124,-2.876e-05,2.52781,2.48841
1125,-2.875e-05,2.54233,2.48841
1126,-2.874e-05,2.54233,2.48841
1127,-2.873e-05,2.51328,2.48841
1128,-2.872e-05,2.51328,2.47389
1129,-2.871e-05,2.52781,2.47389
1130,-2.87e-05,2.52781,2.48841
1131,-2.869e-05,2.54233,2.48841
1132,-2.868e-05,2.54233,2.47389
1133,-2.867e-05,2.54233,2.47389
1134,-2.866e-05,2.52781,2.48841
1135,-2.865e-05,2.52781,2.50294
1136,-2.864e-05,2.52781,2.48841
1137,-2.863e-05,2.51328,2.48841
1138,-2.862e-05,2.52781,2.50294
1139,-2.861e-05,2.52781,2.47389
1140,-2.86e-05,2.51328,2.48841
1141,-2.859e-05,2.51328,2.45936
1142,-2.858e-05,2.51328,2.45936
1143,-2.857e-05,2.52781,2.47389
1144,-2.856e-05,2.52781,2.48841
1145,-2.855e-05,2.54233,2.48841
1146,-2.854e-05,2.55686,2.47389
1147,-2.853e-05,2.52781,2.48841
1148,-2.852e-05,2.52781,2.47389
1149,-2.851e-05,2.48423,2.47389
1150,-2.85e-05,2.54233,2.48841
1151,-2.849e-05,2.51328,2.50294
1152,-2.848e-05,2.51328,2.48841
1153,-2.847e-05,2.57138,2.47389
1154,-2.846e-05,2.54233,2.47389
1155,-2.845e-05,2.52781,2.45936
1156,-2.844e-05,2.54233,2.45936
1157,-2.843e-05,2.52781,2.47389
1158,-2.842e-05,2.54233,2.48841
1159,-2.841e-05,2.52781,2.50294
1160,-2.84e-05,2.52781,2.48841
1161,-2.839e-05,2.52781,2.48841
1162,-2.838e-05,2.52781,2.48841
1163,-2.837e-05,2.52781,2.48841
1164,-2.836e-05,2.52781,2.48841
1165,-2.835e-05,2.52781,2.48841
1166,-2.834e-05,2.51328,2.45936
1167,-2.833e-05,2.54233,2.45936
1168,-2.832e-05,2.52781,2.50294
1169,-2.831e-05,2.51328,2.45936
1170,-2.83e-05,2.52781,2.47389
1171,-2.829e-05,2.52781,2.45936
1172,-2.828e-05,2.55686,2.45936
1173,-2.827e-05,2.51328,2.47389
1174,-2.826e-05,2.52781,2.45936
1175,-2.825e-05,2.54233,2.47389
1176,-2.824e-05,2.54233,2.48841
1177,-2.823e-05,2.52781,2.48841
1178,-2.822e-05,2.55686,2.50294
1179,-2.821e-05,2.46971,2.50294
1180,-2.82e-05,2.48423,2.50294
1181,-2.819e-05,2.52781,2.47389
1182,-2.818e-05,2.52781,2.48841
1183,-2.817e-05,2.55686,2.48841
1184,-2.816e-05,2.52781,2.50294
1185,-2.815e-05,2.52781,2.45936
1186,-2.814e-05,2.52781,2.47389
1187,-2.813e-05,2.51328,2.47389
1188,-2.812e-05,2.54233,2.48841
1189,-2.811e-05,2.51328,2.48841
1190,-2.81e-05,2.55686,2.48841
1191,-2.809e-05,2.54233,2.47389
1192,-2.808e-05,2.52781,2.48841
1193,-2.807e-05,2.52781,2.47389
1194,-2.806e-05,2.52781,2.50294
1195,-2.805e-05,2.52781,2.45936
1196,-2.804e-05,2.52781,2.50294
1197,-2.803e-05,2.52781,2.47389
1198,-2.802e-05,2.54233,2.47389
1199,-2.801e-05,2.51328,2.47389
1200,-2.8e-05,2.55686,2.48841
1201,-2.799e-05,2.55686,2.48841
1202,-2.798e-05,2.52781,2.44484
1203,-2.797e-05,2.52781,2.45936
1204,-2.796e-05,2.54233,2.45936
1205,-2.795e-05,2.52781,2.47389
1206,-2.794e-05,2.52781,2.48841
1207,-2.793e-05,2.52781,2.48841
1208,-2.792e-05,2.52781,2.50294
1209,-2.791e-05,2.52781,2.50294
1210,-2.79e-05,2.54233,2.48841
1211,-2.789e-05,2.55686,2.47389
1212,-2.788e-05,2.54233,2.47389
1213,-2.787e-05,2.52781,2.48841
1214,-2.786e-05,2.54233,2.47389
1215,-2.785e-05,2.54233,2.48841
1216,-2.784e-05,2.51328,2.45936
1217,-2.783e-05,2.54233,2.45936
1218,-2.782e-05,2.54233,2.48841
1219,-2.781e-05,2.51328,2.45936
1220,-2.78e-05,2.51328,2.50294
1221,-2.779e-05,2.51328,2.48841
1222,-2.778e-05,2.52781,2.45936
1223,-2.777e-05,2.52781,2.47389
1224,-2.776e-05,2.52781,2.50294
1225,-2.775e-05,2.51328,2.47389
1226,-2.774e-05,2.52781,2.47389
1227,-2.773e-05,2.54233,2.47389
1228,-2.772e-05,2.54233,2.47389
1229,-2.771e-05,2.54233,2.48841
1230,-2.77e-05,2.52781,2.45936
1231,-2.769e-05,2.51328,2.48841
1232,-2.768e-05,2.51328,2.48841
1233,-2.767e-05,2.51328,2.45936
1234,-2.766e-05,2.51328,2.47389
1235,-2.765e-05,2.54233,2.48841
1236,-2.764e-05,2.51328,2.47389
1237,-2.763e-05,2.48423,2.47389
1238,-2.762e-05,2.52781,2.45936
1239,-2.761e-05,2.51328,2.47389
1240,-2.76e-05,2.52781,2.47389
1241,-2.759e-05,2.52781,2.47389
1242,-2.758e-05,2.54233,2.50294
1243,-2.757e-05,2.52781,2.45936
1244,-2.756e-05,2.54233,2.45936
1245,-2.755e-05,2.54233,2.45936
1246,-2.754e-05,2.51328,2.48841
1247,-2.753e-05,2.52781,2.48841
1248,-2.752e-05,2.52781,2.47389
1249,-2.751e-05,2.51328,2.48841
1250,-2.75e-05,2.52781,2.48841
1251,-2.749e-05,2.52781,2.47389
1252,-2.748e-05,2.52781,2.48841
1253,-2.747e-05,2.51328,2.47389
1254,-2.746e-05,2.48423,2.48841
1255,-2.745e-05,2.51328,2.47389
1256,-2.744e-05,2.51328,2.50294
1257,-2.743e-05,2.52781,2.47389
1258,-2.742e-05,2.54233,2.48841
1259,-2.741e-05,2.52781,2.45936
1260,-2.74e-05,2.52781,2.48841
1261,-2.739e-05,2.52781,2.48841
1262,-2.738e-05,2.54233,2.48841
1263,-2.737e-05,2.51328,2.48841
1264,-2.736e-05,2.52781,2.48841
1265,-2.735e-05,2.54233,2.47389
1266,-2.734e-05,2.51328,2.48841
1267,-2.733e-05,2.52781,2.45936
1268,-2.732e-05,2.52781,2.48841
1269,-2.731e-05,2.52781,2.50294
1270,-2.73e-05,2.52781,2.50294
1271,-2.729e-05,2.52781,2.48841
1272,-2.728e-05,2.54233,2.48841
1273,-2.727e-05,2.54233,2.45936
1274,-2.726e-05,2.55686,2.48841
1275,-2.725e-05,2.52781,2.48841
1276,-2.724e-05,2.54233,2.48841
1277,-2.723e-05,2.51328,2.48841
1278,-2.722e-05,2.52781,2.50294
1279,-2.721e-05,2.52781,2.48841
1280,-2.72e-05,2.52781,2.47389
1281,-2.719e-05,2.54233,2.47389
1282,-2.718e-05,2.54233,2.47389
1283,-2.717e-05,2.54233,2.48841
1284,-2.716e-05,2.54233,2.48841
1285,-2.715e-05,2.51328,2.48841
1286,-2.714e-05,2.52781,2.48841
1287,-2.713e-05,2.48423,2.48841
1288,-2.712e-05,2.52781,2.47389
1289,-2.711e-05,2.52781,2.48841
1290,-2.71e-05,2.54233,2.48841
1291,-2.709e-05,2.51328,2.47389
1292,-2.708e-05,2.54233,2.48841
1293,-2.707e-05,2.52781,2.47389
1294,-2.706e-05,2.54233,2.50294
1295,-2.705e-05,2.52781,2.48841
1296,-2.704e-05,2.52781,2.48841
1297,-2.703e-05,2.52781,2.47389
1298,-2.702e-05,2.52781,2.48841
1299,-2.701e-05,2.55686,2.47389
1300,-2.7e-05,2.52781,2.48841
1301,-2.699e-05,2.54233,2.45936
1302,-2.698e-05,2.55686,2.50294
1303,-2.697e-05,2.52781,2.48841
1304,-2.696e-05,2.52781,2.50294
1305,-2.695e-05,2.52781,2.47389
1306,-2.694e-05,2.52781,2.48841
1307,-2.693e-05,2.52781,2.48841
1308,-2.692e-05,2.52781,2.45936
1309,-2.691e-05,2.51328,2.47389
1310,-2.69e-05,2.52781,2.45936
1311,-2.689e-05,2.54233,2.45936
1312,-2.688e-05,2.54233,2.48841
1313,-2.687e-05,2.51328,2.48841
1314,-2.686e-05,2.52781,2.48841
1315,-2.685e-05,2.55686,2.45936
1316,-2.684e-05,2.52781,2.47389
1317,-2.683e-05,2.51328,2.47389
1318,-2.682e-05,2.54233,2.50294
1319,-2.681e-05,2.55686,2.45936
1320,-2.68e-05,2.55686,2.48841
1321,-2.679e-05,2.52781,2.48841
1322,-2.678e-05,2.54233,2.47389
1323,-2.677e-05,2.54233,2.48841
1324,-2.676e-05,2.54233,2.48841
1325,-2.675e-05,2.54233,2.50294
1326,-2.674e-05,2.52781,2.48841
1327,-2.673e-05,2.52781,2.45936
1328,-2.672e-05,2.54233,2.48841
1329,-2.671e-05,2.52781,2.50294
1330,-2.67e-05,2.48423,2.48841
1331,-2.669e-05,2.48423,2.48841
1332,-2.668e-05,2.52781,2.47389
1333,-2.667e-05,2.51328,2.47389
1334,-2.666e-05,2.54233,2.47389
1335,-2.665e-05,2.51328,2.47389
1336,-2.664e-05,2.51328,2.48841
1337,-2.663e-05,2.52781,2.48841
1338,-2.662e-05,2.51328,2.48841
1339,-2.661e-05,2.52781,2.45936
1340,-2.66e-05,2.55686,2.48841
1341,-2.659e-05,2.52781,2.50294
1342,-2.658e-05,2.55686,2.47389
1343,-2.657e-05,2.51328,2.47389
1344,-2.656e-05,2.52781,2.48841
1345,-2.655e-05,2.52781,2.45936
1346,-2.654e-05,2.54233,2.47389
1347,-2.653e-05,2.52781,2.47389
1348,-2.652e-05,2.52781,2.47389
