in s,C2 in V
-2.82094E-01,-1.15906E-03
-2.82089E-01,-1.76941E-03
-2.82084E-01,-3.96118E-04
-2.82079E-01,8.24585E-04
-2.82074E-01,6.71997E-04
-2.82069E-01,1.28235E-03
-2.82064E-01,1.28235E-03
-2.82059E-01,1.12976E-03
-2.82054E-01,1.12976E-03
-2.82048E-01,1.74011E-03
-2.82043E-01,9.77173E-04
-2.82038E-01,2.19788E-03
-2.82033E-01,1.28235E-03
-2.82028E-01,1.43494E-03
-2.82023E-01,8.24585E-04
-2.82018E-01,1.43494E-03
-2.82013E-01,1.89270E-03
-2.82008E-01,1.43494E-03
-2.82003E-01,1.58752E-03
-2.81998E-01,1.58752E-03
-2.81993E-01,1.43494E-03
-2.81988E-01,3.66821E-04
-2.81983E-01,9.77173E-04
-2.81978E-01,5.19409E-04
-2.81973E-01,-7.01294E-04
-2.81968E-01,6.16455E-05
-2.81963E-01,-2.43530E-04
-2.81958E-01,-1.15906E-03
-2.81953E-01,-8.53882E-04
-2.81948E-01,-3.96118E-04
-2.81943E-01,-9.09424E-05
-2.81938E-01,2.19788E-03
-2.81933E-01,1.28235E-03
-2.81928E-01,1.58752E-03
-2.81922E-01,5.19409E-04
-2.81917E-01,-2.43530E-04
-2.81912E-01,5.19409E-04
-2.81907E-01,3.66821E-04
-2.81902E-01,9.77173E-04
-2.81897E-01,8.24585E-04
-2.81892E-01,2.04529E-03
-2.81887E-01,2.19788E-03
-2.81882E-01,1.89270E-03
-2.81877E-01,2.04529E-03
-2.81872E-01,2.04529E-03
-2.81867E-01,1.74011E-03
-2.81862E-01,1.89270E-03
-2.81857E-01,2.19788E-03
-2.81852E-01,3.11340E-03
-2.81847E-01,1.89270E-03
-2.81842E-01,2.96082E-03
-2.81837E-01,2.80823E-03
-2.81832E-01,3.26599E-03
-2.81827E-01,2.65564E-03
-2.81822E-01,2.19788E-03
-2.81817E-01,2.80823E-03
-2.81812E-01,2.04529E-03
-2.81807E-01,2.50305E-03
-2.81802E-01,3.72375E-03
-2.81796E-01,3.26599E-03
-2.81791E-01,2.50305E-03
-2.81786E-01,1.89270E-03
-2.81781E-01,3.11340E-03
-2.81776E-01,2.80823E-03
-2.81771E-01,6.71997E-04
-2.81766E-01,5.19409E-04
-2.81761E-01,8.24585E-04
-2.81756E-01,8.24585E-04
-2.81751E-01,2.04529E-03
-2.81746E-01,1.28235E-03
-2.81741E-01,2.19788E-03
-2.81736E-01,2.14233E-04
-2.81731E-01,-2.43530E-04
-2.81726E-01,8.24585E-04
-2.81721E-01,-3.96118E-04
-2.81716E-01,-9.09424E-05
-2.81711E-01,-2.43530E-04
-2.81706E-01,-5.48706E-04
-2.81701E-01,-1.00647E-03
-2.81696E-01,-1.31165E-03
-2.81691E-01,-2.37976E-03
-2.81686E-01,-9.09424E-05
-2.81681E-01,2.14233E-04
-2.81676E-01,6.16455E-05
-2.81670E-01,8.24585E-04
-2.81665E-01,9.77173E-04
-2.81660E-01,1.12976E-03
-2.81655E-01,8.24585E-04
-2.81650E-01,9.77173E-04
-2.81645E-01,-9.09424E-05
-2.81640E-01,6.16455E-05
-2.81635E-01,-1.31165E-03
-2.81630E-01,-2.43530E-04
-2.81625E-01,-1.00647E-03
-2.81620E-01,-1.15906E-03
-2.81615E-01,-8.53882E-04
-2.81610E-01,-2.43530E-04
-2.81605E-01,1.12976E-03
-2.81600E-01,1.89270E-03
-2.81595E-01,2.04529E-03
-2.81590E-01,2.04529E-03
-2.81585E-01,9.77173E-04
-2.81580E-01,-5.48706E-04
-2.81575E-01,-2.68494E-03
-2.81570E-01,-2.37976E-03
-2.81565E-01,-2.53235E-03
-2.81560E-01,-2.83752E-03
-2.81555E-01,-2.99011E-03
-2.81550E-01,-4.66858E-03
-2.81544E-01,-3.29529E-03
-2.81539E-01,-2.99011E-03
-2.81534E-01,-3.75305E-03
-2.81529E-01,-2.68494E-03
-2.81524E-01,-2.83752E-03
-2.81519E-01,-2.68494E-03
-2.81514E-01,-1.92200E-03
-2.81509E-01,-1.46423E-03
-2.81504E-01,-2.53235E-03
-2.81499E-01,-2.22717E-03
-2.81494E-01,-2.22717E-03
-2.81489E-01,-5.48706E-04
-2.81484E-01,-9.09424E-05
-2.81479E-01,-8.53882E-04
-2.81474E-01,-2.37976E-03
-2.81469E-01,-2.53235E-03
-2.81464E-01,-2.22717E-03
-2.81459E-01,-2.83752E-03
-2.81454E-01,-3.29529E-03
-2.81449E-01,-1.61682E-03
-2.81444E-01,-2.07458E-03
-2.81439E-01,-1.61682E-03
-2.81434E-01,-2.07458E-03
-2.81429E-01,-9.09424E-05
-2.81424E-01,-3.96118E-04
-2.81418E-01,6.16455E-05
-2.81413E-01,6.16455E-05
-2.81408E-01,-1.31165E-03
-2.81403E-01,-1.76941E-03
-2.81398E-01,-2.68494E-03
-2.81393E-01,-2.37976E-03
-2.81388E-01,-1.46423E-03
-2.81383E-01,-7.01294E-04
-2.81378E-01,-3.96118E-04
-2.81373E-01,5.19409E-04
-2.81368E-01,6.71997E-04
-2.81363E-01,-2.43530E-04
-2.81358E-01,6.16455E-05
-2.81353E-01,2.14233E-04
-2.81348E-01,-9.09424E-05
-2.81343E-01,9.77173E-04
-2.81338E-01,9.77173E-04
-2.81333E-01,6.71997E-04
-2.81328E-01,8.24585E-04
-2.81323E-01,9.77173E-04
-2.81318E-01,2.14233E-04
-2.81313E-01,9.77173E-04
-2.81308E-01,6.16455E-05
-2.81303E-01,-2.43530E-04
-2.81298E-01,-8.53882E-04
-2.81292E-01,-1.46423E-03
-2.81287E-01,5.19409E-04
-2.81282E-01,-8.53882E-04
-2.81277E-01,-9.09424E-05
-2.81272E-01,-2.43530E-04
-2.81267E-01,1.12976E-03
-2.81262E-01,1.12976E-03
-2.81257E-01,6.71997E-04
-2.81252E-01,9.77173E-04
-2.81247E-01,2.50305E-03
-2.81242E-01,2.96082E-03
-2.81237E-01,2.04529E-03
-2.81232E-01,1.89270E-03
-2.81227E-01,1.89270E-03
-2.81222E-01,1.28235E-03
-2.81217E-01,1.28235E-03
-2.81212E-01,1.43494E-03
-2.81207E-01,2.50305E-03
-2.81202E-01,2.65564E-03
-2.81197E-01,2.35046E-03
-2.81192E-01,2.50305E-03
-2.81187E-01,2.50305E-03
-2.81182E-01,2.04529E-03
-2.81177E-01,1.58752E-03
-2.81172E-01,8.24585E-04
-2.81166E-01,-3.96118E-04
-2.81161E-01,3.66821E-04
-2.81156E-01,-7.01294E-04
-2.81151E-01,8.24585E-04
-2.81146E-01,1.43494E-03
-2.81141E-01,-3.96118E-04
-2.81136E-01,8.24585E-04
-2.81131E-01,6.71997E-04
-2.81126E-01,9.77173E-04
-2.81121E-01,2.04529E-03
-2.81116E-01,1.74011E-03
-2.81111E-01,1.89270E-03
-2.81106E-01,1.43494E-03
-2.81101E-01,1.58752E-03
-2.81096E-01,1.28235E-03
-2.81091E-01,-3.96118E-04
-2.81086E-01,-8.53882E-04
-2.81081E-01,-1.15906E-03
-2.81076E-01,-8.53882E-04
-2.81071E-01,-9.09424E-05
-2.81066E-01,-9.09424E-05
-2.81061E-01,-9.09424E-05
-2.81056E-01,-1.15906E-03
-2.81051E-01,-8.53882E-04
-2.81046E-01,6.16455E-05
-2.81040E-01,8.24585E-04
-2.81035E-01,6.16455E-05
-2.81030E-01,-1.00647E-03
-2.81025E-01,-5.48706E-04
-2.81020E-01,-1.92200E-03
-2.81015E-01,-1.15906E-03
-2.81010E-01,-1.00647E-03
-2.81005E-01,-1.61682E-03
-2.81000E-01,-1.76941E-03
-2.80995E-01,-7.01294E-04
-2.80990E-01,5.19409E-04
-2.80985E-01,-1.00647E-03
-2.80980E-01,-1.31165E-03
-2.80975E-01,-2.43530E-04
-2.80970E-01,-1.00647E-03
-2.80965E-01,-1.00647E-03
-2.80960E-01,-7.01294E-04
-2.80955E-01,2.14233E-04
-2.80950E-01,1.58752E-03
-2.80945E-01,9.77173E-04
-2.80940E-01,1.89270E-03
-2.80935E-01,1.58752E-03
-2.80930E-01,6.16455E-05
-2.80925E-01,-3.96118E-04
-2.80920E-01,-3.96118E-04
-2.80914E-01,-2.43530E-04
-2.80909E-01,-1.76941E-03
-2.80904E-01,-2.07458E-03
-2.80899E-01,-2.37976E-03
-2.80894E-01,-2.22717E-03
-2.80889E-01,-3.75305E-03
-2.80884E-01,-4.36340E-03
-2.80879E-01,-4.21082E-03
-2.80874E-01,-3.44788E-03
-2.80869E-01,-2.83752E-03
-2.80864E-01,-3.60046E-03
-2.80859E-01,-3.29529E-03
-2.80854E-01,-1.15906E-03
-2.80849E-01,-2.37976E-03
-2.80844E-01,-2.07458E-03
-2.80839E-01,-1.46423E-03
-2.80834E-01,-2.37976E-03
-2.80829E-01,-2.99011E-03
-2.80824E-01,-3.75305E-03
-2.80819E-01,-1.92200E-03
-2.80814E-01,-5.48706E-04
-2.80809E-01,-9.09424E-05
-2.80804E-01,1.12976E-03
-2.80799E-01,-2.43530E-04
-2.80794E-01,-8.53882E-04
-2.80788E-01,2.14233E-04
-2.80783E-01,-1.61682E-03
-2.80778E-01,-1.15906E-03
-2.80773E-01,-1.61682E-03
-2.80768E-01,-1.31165E-03
-2.80763E-01,-1.61682E-03
-2.80758E-01,-2.07458E-03
-2.80753E-01,-2.07458E-03
-2.80748E-01,-1.00647E-03
-2.80743E-01,-1.92200E-03
-2.80738E-01,6.71997E-04
-2.80733E-01,9.77173E-04
-2.80728E-01,6.71997E-04
-2.80723E-01,1.43494E-03
-2.80718E-01,3.26599E-03
-2.80713E-01,2.80823E-03
-2.80708E-01,2.96082E-03
-2.80703E-01,4.02893E-03
-2.80698E-01,3.41858E-03
-2.80693E-01,2.19788E-03
-2.80688E-01,1.12976E-03
-2.80683E-01,8.24585E-04
-2.80678E-01,-1.76941E-03
-2.80673E-01,-1.31165E-03
-2.80668E-01,-1.15906E-03
-2.80662E-01,-2.37976E-03
-2.80657E-01,-2.22717E-03
-2.80652E-01,-1.92200E-03
-2.80647E-01,-1.76941E-03
-2.80642E-01,-1.15906E-03
-2.80637E-01,-2.83752E-03
-2.80632E-01,-4.05823E-03
-2.80627E-01,-4.21082E-03
-2.80622E-01,-2.99011E-03
-2.80617E-01,-1.46423E-03
-2.80612E-01,-2.37976E-03
-2.80607E-01,-3.29529E-03
-2.80602E-01,-2.83752E-03
-2.80597E-01,-3.14270E-03
-2.80592E-01,-2.83752E-03
-2.80587E-01,-2.37976E-03
-2.80582E-01,-2.22717E-03
-2.80577E-01,-2.83752E-03
-2.80572E-01,-2.07458E-03
-2.80567E-01,-3.29529E-03
-2.80562E-01,-2.53235E-03
-2.80557E-01,-1.92200E-03
-2.80552E-01,-2.37976E-03
-2.80547E-01,-3.14270E-03
-2.80542E-01,-2.83752E-03
-2.80536E-01,-2.07458E-03
-2.80531E-01,-2.22717E-03
-2.80526E-01,-1.61682E-03
-2.80521E-01,-1.61682E-03
-2.80516E-01,-1.76941E-03
-2.80511E-01,-1.15906E-03
-2.80506E-01,-1.92200E-03
-2.80501E-01,-1.61682E-03
-2.80496E-01,-1.46423E-03
-2.80491E-01,-2.43530E-04
-2.80486E-01,6.16455E-05
-2.80481E-01,-1.61682E-03
-2.80476E-01,-3.96118E-04
-2.80471E-01,-1.76941E-03
-2.80466E-01,-7.01294E-04
-2.80461E-01,-9.09424E-05
-2.80456E-01,8.24585E-04
-2.80451E-01,6.71997E-04
-2.80446E-01,1.58752E-03
-2.80441E-01,1.58752E-03
-2.80436E-01,2.14233E-04
-2.80431E-01,6.16455E-05
-2.80426E-01,6.71997E-04
-2.80421E-01,6.71997E-04
-2.80416E-01,-5.48706E-04
-2.80410E-01,-7.01294E-04
-2.80405E-01,-1.15906E-03
-2.80400E-01,-1.15906E-03
-2.80395E-01,-3.96118E-04
-2.80390E-01,-1.15906E-03
-2.80385E-01,-1.46423E-03
-2.80380E-01,-1.15906E-03
-2.80375E-01,-1.46423E-03
-2.80370E-01,-8.53882E-04
-2.80365E-01,-2.43530E-04
-2.80360E-01,6.16455E-05
-2.80355E-01,-8.53882E-04
-2.80350E-01,-1.00647E-03
-2.80345E-01,-1.00647E-03
-2.80340E-01,-7.01294E-04
-2.80335E-01,2.14233E-04
-2.80330E-01,-9.09424E-05
-2.80325E-01,-5.48706E-04
-2.80320E-01,5.19409E-04
-2.80315E-01,3.66821E-04
-2.80310E-01,-5.48706E-04
-2.80305E-01,-9.09424E-05
-2.80300E-01,-1.61682E-03
-2.80295E-01,-1.46423E-03
-2.80290E-01,-5.48706E-04
-2.80284E-01,-1.61682E-03
-2.80279E-01,-3.96118E-04
-2.80274E-01,-1.15906E-03
-2.80269E-01,-5.48706E-04
-2.80264E-01,-3.96118E-04
-2.80259E-01,-1.31165E-03
-2.80254E-01,3.66821E-04
-2.80249E-01,3.66821E-04
-2.80244E-01,-1.92200E-03
-2.80239E-01,-2.37976E-03
-2.80234E-01,-2.22717E-03
-2.80229E-01,-2.07458E-03
-2.80224E-01,-1.92200E-03
-2.80219E-01,-2.22717E-03
-2.80214E-01,-3.14270E-03
-2.80209E-01,-3.44788E-03
-2.80204E-01,-3.44788E-03
-2.80199E-01,-2.37976E-03
-2.80194E-01,-2.22717E-03
-2.80189E-01,-1.31165E-03
-2.80184E-01,-1.46423E-03
-2.80179E-01,-1.00647E-03
-2.80174E-01,-2.37976E-03
-2.80169E-01,-2.22717E-03
-2.80164E-01,-2.07458E-03
-2.80158E-01,-2.68494E-03
-2.80153E-01,-1.76941E-03
-2.80148E-01,-2.83752E-03
-2.80143E-01,-2.99011E-03
-2.80138E-01,-1.92200E-03
-2.80133E-01,-2.83752E-03
-2.80128E-01,-2.37976E-03
-2.80123E-01,-2.68494E-03
-2.80118E-01,-2.53235E-03
-2.80113E-01,-2.07458E-03
-2.80108E-01,-1.61682E-03
-2.80103E-01,-1.92200E-03
-2.80098E-01,-1.15906E-03
-2.80093E-01,-1.31165E-03
-2.80088E-01,-2.53235E-03
-2.80083E-01,-8.53882E-04
-2.80078E-01,-1.76941E-03
-2.80073E-01,-2.99011E-03
-2.80068E-01,-4.51599E-03
-2.80063E-01,-4.97375E-03
-2.80058E-01,-4.05823E-03
-2.80053E-01,-3.29529E-03
-2.80048E-01,-3.90564E-03
-2.80043E-01,-4.36340E-03
-2.80038E-01,-4.21082E-03
-2.80032E-01,-3.90564E-03
-2.80027E-01,-2.68494E-03
-2.80022E-01,-3.60046E-03
-2.80017E-01,-3.90564E-03
-2.80012E-01,-4.05823E-03
-2.80007E-01,-4.36340E-03
-2.80002E-01,-3.60046E-03
-2.79997E-01,-3.75305E-03
-2.79992E-01,-3.44788E-03
-2.79987E-01,-3.14270E-03
-2.79982E-01,-4.36340E-03
-2.79977E-01,-4.82117E-03
-2.79972E-01,-4.36340E-03
-2.79967E-01,-4.97375E-03
-2.79962E-01,-4.05823E-03
-2.79957E-01,-3.44788E-03
-2.79952E-01,-2.68494E-03
-2.79947E-01,-2.68494E-03
-2.79942E-01,-2.07458E-03
-2.79937E-01,-2.83752E-03
-2.79932E-01,-3.90564E-03
-2.79927E-01,-3.14270E-03
-2.79922E-01,-3.60046E-03
-2.79917E-01,-3.75305E-03
-2.79912E-01,-4.82117E-03
-2.79906E-01,-5.12634E-03
-2.79901E-01,-3.75305E-03
-2.79896E-01,-3.29529E-03
-2.79891E-01,-2.68494E-03
-2.79886E-01,-3.29529E-03
-2.79881E-01,-3.90564E-03
-2.79876E-01,-3.14270E-03
-2.79871E-01,-2.99011E-03
-2.79866E-01,-1.61682E-03
-2.79861E-01,-2.37976E-03
-2.79856E-01,-2.99011E-03
-2.79851E-01,-2.68494E-03
-2.79846E-01,-1.76941E-03
-2.79841E-01,-1.00647E-03
-2.79836E-01,-1.15906E-03
-2.79831E-01,-1.76941E-03
-2.79826E-01,-2.07458E-03
-2.79821E-01,-1.15906E-03
-2.79816E-01,-1.00647E-03
-2.79811E-01,-1.15906E-03
-2.79806E-01,-8.53882E-04
-2.79801E-01,-2.43530E-04
-2.79796E-01,-2.43530E-04
-2.79791E-01,-1.15906E-03
-2.79786E-01,3.66821E-04
-2.79780E-01,-2.43530E-04
-2.79775E-01,-9.09424E-05
-2.79770E-01,-5.48706E-04
-2.79765E-01,-1.61682E-03
-2.79760E-01,-1.15906E-03
-2.79755E-01,-1.00647E-03
-2.79750E-01,-2.43530E-04
-2.79745E-01,-1.31165E-03
-2.79740E-01,-5.48706E-04
-2.79735E-01,-2.43530E-04
-2.79730E-01,-8.53882E-04
-2.79725E-01,-1.00647E-03
-2.79720E-01,-1.46423E-03
-2.79715E-01,-2.68494E-03
-2.79710E-01,-3.14270E-03
-2.79705E-01,-2.83752E-03
-2.79700E-01,-3.14270E-03
-2.79695E-01,-2.68494E-03
-2.79690E-01,-2.37976E-03
-2.79685E-01,-3.29529E-03
-2.79680E-01,-2.83752E-03
-2.79675E-01,-2.37976E-03
-2.79670E-01,-2.07458E-03
-2.79665E-01,-1.92200E-03
-2.79660E-01,-2.22717E-03
-2.79654E-01,-1.76941E-03
-2.79649E-01,-2.99011E-03
-2.79644E-01,-7.01294E-04
-2.79639E-01,-9.09424E-05
-2.79634E-01,6.16455E-05
-2.79629E-01,-1.76941E-03
-2.79624E-01,-1.92200E-03
-2.79619E-01,-2.37976E-03
-2.79614E-01,-3.60046E-03
-2.79609E-01,-2.99011E-03
-2.79604E-01,-3.29529E-03
-2.79599E-01,-3.75305E-03
-2.79594E-01,-4.21082E-03
-2.79589E-01,-2.22717E-03
-2.79584E-01,-2.99011E-03
-2.79579E-01,-2.53235E-03
-2.79574E-01,-2.99011E-03
-2.79569E-01,-2.99011E-03
-2.79564E-01,-2.99011E-03
-2.79559E-01,-2.68494E-03
-2.79554E-01,-1.92200E-03
-2.79549E-01,-2.43530E-04
-2.79544E-01,-3.96118E-04
-2.79539E-01,-2.07458E-03
-2.79534E-01,-1.76941E-03
-2.79528E-01,-2.53235E-03
-2.79523E-01,-2.37976E-03
-2.79518E-01,-2.37976E-03
-2.79513E-01,-3.60046E-03
-2.79508E-01,-3.90564E-03
-2.79503E-01,-4.51599E-03
-2.79498E-01,-4.97375E-03
-2.79493E-01,-6.19446E-03
-2.79488E-01,-6.04187E-03
-2.79483E-01,-5.12634E-03
-2.79478E-01,-4.36340E-03
-2.79473E-01,-3.90564E-03
-2.79468E-01,-3.29529E-03
-2.79463E-01,-3.60046E-03
-2.79458E-01,-4.82117E-03
-2.79453E-01,-3.75305E-03
-2.79448E-01,-4.05823E-03
-2.79443E-01,-4.51599E-03
-2.79438E-01,-4.05823E-03
-2.79433E-01,-4.51599E-03
-2.79428E-01,-6.49963E-03
-2.79423E-01,-5.27893E-03
-2.79418E-01,-5.12634E-03
-2.79413E-01,-5.73669E-03
-2.79408E-01,-6.34705E-03
-2.79402E-01,-5.27893E-03
-2.79397E-01,-2.53235E-03
-2.79392E-01,-1.61682E-03
-2.79387E-01,-1.31165E-03
-2.79382E-01,-1.61682E-03
-2.79377E-01,-5.48706E-04
-2.79372E-01,-1.15906E-03
-2.79367E-01,-8.53882E-04
-2.79362E-01,-2.22717E-03
-2.79357E-01,-2.37976E-03
-2.79352E-01,-2.07458E-03
-2.79347E-01,-3.29529E-03
-2.79342E-01,-2.68494E-03
-2.79337E-01,-2.99011E-03
-2.79332E-01,-4.21082E-03
-2.79327E-01,-4.21082E-03
-2.79322E-01,-3.14270E-03
-2.79317E-01,-7.01294E-04
-2.79312E-01,-3.96118E-04
-2.79307E-01,-1.31165E-03
-2.79302E-01,-1.15906E-03
-2.79297E-01,-2.43530E-04
-2.79292E-01,-1.31165E-03
-2.79287E-01,-1.46423E-03
-2.79282E-01,-9.09424E-05
-2.79276E-01,-1.92200E-03
-2.79271E-01,-1.15906E-03
-2.79266E-01,-1.76941E-03
-2.79261E-01,-8.53882E-04
-2.79256E-01,-1.31165E-03
-2.79251E-01,-2.43530E-04
-2.79246E-01,6.16455E-05
-2.79241E-01,-1.15906E-03
-2.79236E-01,-8.53882E-04
-2.79231E-01,-1.15906E-03
-2.79226E-01,-1.92200E-03
-2.79221E-01,-2.07458E-03
-2.79216E-01,-8.53882E-04
-2.79211E-01,-5.48706E-04
-2.79206E-01,3.66821E-04
-2.79201E-01,-7.01294E-04
-2.79196E-01,-2.53235E-03
-2.79191E-01,-2.53235E-03
-2.79186E-01,-3.14270E-03
-2.79181E-01,-2.53235E-03
-2.79176E-01,-2.37976E-03
-2.79171E-01,-1.46423E-03
-2.79166E-01,-1.61682E-03
-2.79161E-01,-2.37976E-03
-2.79156E-01,-1.00647E-03
-2.79150E-01,-8.53882E-04
-2.79145E-01,-3.14270E-03
-2.79140E-01,-2.99011E-03
-2.79135E-01,-2.37976E-03
-2.79130E-01,-1.46423E-03
-2.79125E-01,-1.61682E-03
-2.79120E-01,-5.48706E-04
-2.79115E-01,-1.61682E-03
-2.79110E-01,-1.76941E-03
-2.79105E-01,-7.01294E-04
-2.79100E-01,-1.00647E-03
-2.79095E-01,-2.37976E-03
-2.79090E-01,-3.44788E-03
-2.79085E-01,-2.22717E-03
-2.79080E-01,-5.48706E-04
-2.79075E-01,2.14233E-04
-2.79070E-01,-9.09424E-05
-2.79065E-01,-9.09424E-05
-2.79060E-01,-2.43530E-04
-2.79055E-01,-5.48706E-04
-2.79050E-01,3.66821E-04
-2.79045E-01,6.16455E-05
-2.79040E-01,6.16455E-05
-2.79035E-01,2.14233E-04
-2.79030E-01,-5.48706E-04
-2.79024E-01,-9.09424E-05
-2.79019E-01,-5.48706E-04
-2.79014E-01,-1.00647E-03
-2.79009E-01,-2.07458E-03
-2.79004E-01,-2.68494E-03
-2.78999E-01,-2.83752E-03
-2.78994E-01,-2.83752E-03
-2.78989E-01,-2.07458E-03
-2.78984E-01,-2.22717E-03
-2.78979E-01,-1.15906E-03
-2.78974E-01,-2.37976E-03
-2.78969E-01,-1.76941E-03
-2.78964E-01,-2.99011E-03
-2.78959E-01,-2.22717E-03
-2.78954E-01,-3.60046E-03
-2.78949E-01,-3.90564E-03
-2.78944E-01,-3.29529E-03
-2.78939E-01,-2.53235E-03
-2.78934E-01,-1.76941E-03
-2.78929E-01,-7.01294E-04
-2.78924E-01,-5.48706E-04
-2.78919E-01,-1.61682E-03
-2.78914E-01,-1.00647E-03
-2.78909E-01,-8.53882E-04
-2.78904E-01,-8.53882E-04
-2.78898E-01,-1.46423E-03
-2.78893E-01,3.66821E-04
-2.78888E-01,6.71997E-04
-2.78883E-01,6.71997E-04
-2.78878E-01,-2.43530E-04
-2.78873E-01,-3.96118E-04
-2.78868E-01,-1.46423E-03
-2.78863E-01,-1.76941E-03
-2.78858E-01,-2.37976E-03
-2.78853E-01,-1.76941E-03
-2.78848E-01,-1.92200E-03
-2.78843E-01,-2.07458E-03
-2.78838E-01,-2.99011E-03
-2.78833E-01,-2.83752E-03
-2.78828E-01,-2.37976E-03
-2.78823E-01,-1.15906E-03
-2.78818E-01,-1.00647E-03
-2.78813E-01,-1.31165E-03
-2.78808E-01,-1.15906E-03
-2.78803E-01,-1.76941E-03
-2.78798E-01,-1.76941E-03
-2.78793E-01,-5.48706E-04
-2.78788E-01,-2.37976E-03
-2.78783E-01,-1.92200E-03
-2.78778E-01,-2.68494E-03
-2.78772E-01,-8.53882E-04
-2.78767E-01,-8.53882E-04
-2.78762E-01,-2.43530E-04
-2.78757E-01,-1.46423E-03
-2.78752E-01,-8.53882E-04
-2.78747E-01,-8.53882E-04
-2.78742E-01,-1.46423E-03
-2.78737E-01,-1.31165E-03
-2.78732E-01,-1.00647E-03
-2.78727E-01,-5.48706E-04
-2.78722E-01,-2.68494E-03
-2.78717E-01,-1.92200E-03
-2.78712E-01,-2.37976E-03
-2.78707E-01,-3.14270E-03
-2.78702E-01,-2.37976E-03
-2.78697E-01,-1.92200E-03
-2.78692E-01,-1.46423E-03
-2.78687E-01,-1.61682E-03
-2.78682E-01,-2.68494E-03
-2.78677E-01,-3.60046E-03
-2.78672E-01,-3.29529E-03
-2.78667E-01,-2.53235E-03
-2.78662E-01,-2.37976E-03
-2.78657E-01,-2.22717E-03
-2.78652E-01,-1.76941E-03
-2.78646E-01,-1.31165E-03
-2.78641E-01,-1.61682E-03
-2.78636E-01,-1.92200E-03
-2.78631E-01,-1.76941E-03
-2.78626E-01,-2.83752E-03
-2.78621E-01,-2.68494E-03
-2.78616E-01,-2.22717E-03
-2.78611E-01,-1.61682E-03
-2.78606E-01,-1.00647E-03
-2.78601E-01,-2.07458E-03
-2.78596E-01,-1.31165E-03
-2.78591E-01,-1.46423E-03
-2.78586E-01,-5.48706E-04
-2.78581E-01,-8.53882E-04
-2.78576E-01,-2.83752E-03
-2.78571E-01,-1.31165E-03
-2.78566E-01,-5.48706E-04
-2.78561E-01,-1.00647E-03
-2.78556E-01,-3.96118E-04
-2.78551E-01,5.19409E-04
-2.78546E-01,1.28235E-03
-2.78541E-01,2.14233E-04
-2.78536E-01,-2.43530E-04
-2.78531E-01,-1.76941E-03
-2.78526E-01,-2.68494E-03
-2.78520E-01,-2.37976E-03
-2.78515E-01,-2.22717E-03
-2.78510E-01,-1.46423E-03
-2.78505E-01,-2.37976E-03
-2.78500E-01,-2.83752E-03
-2.78495E-01,-2.99011E-03
-2.78490E-01,-3.14270E-03
-2.78485E-01,-2.37976E-03
-2.78480E-01,-2.37976E-03
-2.78475E-01,-2.07458E-03
-2.78470E-01,-7.01294E-04
-2.78465E-01,-9.09424E-05
-2.78460E-01,6.71997E-04
-2.78455E-01,5.19409E-04
-2.78450E-01,-2.43530E-04
-2.78445E-01,6.16455E-05
-2.78440E-01,5.19409E-04
-2.78435E-01,-5.48706E-04
-2.78430E-01,-9.09424E-05
-2.78425E-01,-5.48706E-04
-2.78420E-01,-1.15906E-03
-2.78415E-01,-1.31165E-03
-2.78410E-01,-1.76941E-03
-2.78405E-01,-1.31165E-03
-2.78400E-01,-3.96118E-04
-2.78394E-01,-1.15906E-03
-2.78389E-01,-1.00647E-03
-2.78384E-01,3.66821E-04
-2.78379E-01,-7.01294E-04
-2.78374E-01,-9.09424E-05
-2.78369E-01,-1.76941E-03
-2.78364E-01,-2.37976E-03
-2.78359E-01,-2.07458E-03
-2.78354E-01,-1.92200E-03
-2.78349E-01,-3.14270E-03
-2.78344E-01,-3.14270E-03
-2.78339E-01,-2.99011E-03
-2.78334E-01,-1.46423E-03
-2.78329E-01,-1.15906E-03
-2.78324E-01,-5.48706E-04
-2.78319E-01,6.16455E-05
-2.78314E-01,1.28235E-03
-2.78309E-01,9.77173E-04
-2.78304E-01,-2.43530E-04
-2.78299E-01,-1.15906E-03
-2.78294E-01,-3.96118E-04
-2.78289E-01,-1.00647E-03
-2.78284E-01,6.71997E-04
-2.78279E-01,-3.96118E-04
-2.78274E-01,-1.15906E-03
-2.78268E-01,-3.96118E-04
-2.78263E-01,-9.09424E-05
-2.78258E-01,-7.01294E-04
-2.78253E-01,-7.01294E-04
-2.78248E-01,-1.31165E-03
-2.78243E-01,-2.22717E-03
-2.78238E-01,-2.37976E-03
-2.78233E-01,-1.76941E-03
-2.78228E-01,-1.46423E-03
-2.78223E-01,-1.31165E-03
-2.78218E-01,-1.15906E-03
-2.78213E-01,-1.15906E-03
-2.78208E-01,-2.07458E-03
-2.78203E-01,-2.83752E-03
-2.78198E-01,-4.36340E-03
-2.78193E-01,-3.60046E-03
-2.78188E-01,-2.53235E-03
-2.78183E-01,-3.75305E-03
-2.78178E-01,-3.14270E-03
-2.78173E-01,-2.83752E-03
-2.78168E-01,-2.07458E-03
-2.78163E-01,-1.46423E-03
-2.78158E-01,-3.96118E-04
-2.78153E-01,5.19409E-04
-2.78148E-01,2.65564E-03
-2.78142E-01,4.33411E-03
-2.78137E-01,4.02893E-03
-2.78132E-01,2.96082E-03
