in s,C1 in V
-8.2922E-02,-1.707E+01
-8.2901E-02,-1.780E+01
-8.2901E-02,-1.702E+01
-8.2879E-02,-1.770E+01
-8.2879E-02,-1.687E+01
-8.2858E-02,-1.765E+01
-8.2858E-02,-1.687E+01
-8.2836E-02,-1.755E+01
-8.2836E-02,-1.677E+01
-8.2814E-02,-1.746E+01
-8.2814E-02,-1.667E+01
-8.2793E-02,-1.736E+01
-8.2793E-02,-1.653E+01
-8.2771E-02,-1.731E+01
-8.2771E-02,-1.653E+01
-8.2750E-02,-1.716E+01
-8.2750E-02,-1.643E+01
-8.2728E-02,-1.711E+01
-8.2728E-02,-1.638E+01
-8.2706E-02,-1.707E+01
-8.2706E-02,-1.628E+01
-8.2685E-02,-1.697E+01
-8.2685E-02,-1.619E+01
-8.2663E-02,-1.692E+01
-8.2663E-02,-1.604E+01
-8.2642E-02,-1.677E+01
-8.2642E-02,-1.594E+01
-8.2620E-02,-1.667E+01
-8.2620E-02,-1.589E+01
-8.2598E-02,-1.663E+01
-8.2598E-02,-1.580E+01
-8.2577E-02,-1.648E+01
-8.2577E-02,-1.575E+01
-8.2555E-02,-1.643E+01
-8.2555E-02,-1.560E+01
-8.2534E-02,-1.633E+01
-8.2534E-02,-1.560E+01
-8.2512E-02,-1.628E+01
-8.2512E-02,-1.555E+01
-8.2490E-02,-1.624E+01
-8.2490E-02,-1.545E+01
-8.2469E-02,-1.609E+01
-8.2469E-02,-1.531E+01
-8.2447E-02,-1.604E+01
-8.2447E-02,-1.526E+01
-8.2426E-02,-1.594E+01
-8.2426E-02,-1.511E+01
-8.2404E-02,-1.580E+01
-8.2404E-02,-1.506E+01
-8.2382E-02,-1.575E+01
-8.2382E-02,-1.497E+01
-8.2361E-02,-1.565E+01
-8.2361E-02,-1.487E+01
-8.2339E-02,-1.555E+01
-8.2339E-02,-1.477E+01
-8.2318E-02,-1.550E+01
-8.2318E-02,-1.467E+01
-8.2296E-02,-1.536E+01
-8.2296E-02,-1.462E+01
-8.2274E-02,-1.531E+01
-8.2274E-02,-1.453E+01
-8.2253E-02,-1.521E+01
-8.2253E-02,-1.443E+01
-8.2231E-02,-1.511E+01
-8.2231E-02,-1.433E+01
-8.2210E-02,-1.506E+01
-8.2210E-02,-1.423E+01
-8.2188E-02,-1.497E+01
-8.2188E-02,-1.418E+01
-8.2166E-02,-1.487E+01
-8.2166E-02,-1.404E+01
-8.2145E-02,-1.477E+01
-8.2145E-02,-1.399E+01
-8.2123E-02,-1.472E+01
-8.2123E-02,-1.389E+01
-8.2102E-02,-1.462E+01
-8.2102E-02,-1.379E+01
-8.2080E-02,-1.448E+01
-8.2080E-02,-1.375E+01
-8.2058E-02,-1.443E+01
-8.2058E-02,-1.360E+01
-8.2037E-02,-1.438E+01
-8.2037E-02,-1.345E+01
-8.2015E-02,-1.423E+01
-8.2015E-02,-1.335E+01
-8.1994E-02,-1.409E+01
-8.1994E-02,-1.326E+01
-8.1972E-02,-1.399E+01
-8.1972E-02,-1.316E+01
-8.1950E-02,-1.389E+01
-8.1950E-02,-1.296E+01
-8.1929E-02,-1.375E+01
-8.1929E-02,-1.287E+01
-8.1907E-02,-1.365E+01
-8.1907E-02,-1.277E+01
-8.1886E-02,-1.350E+01
-8.1886E-02,-1.262E+01
-8.1864E-02,-1.331E+01
-8.1864E-02,-1.243E+01
-8.1842E-02,-1.316E+01
-8.1842E-02,-1.223E+01
-8.1821E-02,-1.301E+01
-8.1821E-02,-1.218E+01
-8.1799E-02,-1.287E+01
-8.1799E-02,-1.204E+01
-8.1778E-02,-1.272E+01
-8.1778E-02,-1.184E+01
-8.1756E-02,-1.267E+01
-8.1756E-02,-1.174E+01
-8.1734E-02,-1.252E+01
-8.1734E-02,-1.165E+01
-8.1713E-02,-1.238E+01
-8.1713E-02,-1.150E+01
-8.1691E-02,-1.223E+01
-8.1691E-02,-1.140E+01
-8.1670E-02,-1.208E+01
-8.1670E-02,-1.130E+01
-8.1648E-02,-1.199E+01
-8.1648E-02,-1.116E+01
-8.1626E-02,-1.184E+01
-8.1626E-02,-1.101E+01
-8.1605E-02,-1.174E+01
-8.1605E-02,-1.091E+01
-8.1583E-02,-1.160E+01
-8.1583E-02,-1.077E+01
-8.1562E-02,-1.145E+01
-8.1562E-02,-1.072E+01
-8.1540E-02,-1.140E+01
-8.1540E-02,-1.057E+01
-8.1518E-02,-1.130E+01
-8.1518E-02,-1.047E+01
-8.1497E-02,-1.121E+01
-8.1497E-02,-1.038E+01
-8.1475E-02,-1.111E+01
-8.1475E-02,-1.028E+01
-8.1454E-02,-1.101E+01
-8.1454E-02,-1.018E+01
-8.1432E-02,-1.086E+01
-8.1432E-02,-1.008E+01
-8.1410E-02,-1.082E+01
-8.1410E-02,-9.937E+00
-8.1389E-02,-1.067E+01
-8.1389E-02,-9.839E+00
-8.1367E-02,-1.052E+01
-8.1367E-02,-9.741E+00
-8.1346E-02,-1.042E+01
-8.1346E-02,-9.644E+00
-8.1324E-02,-1.038E+01
-8.1324E-02,-9.546E+00
-8.1302E-02,-1.023E+01
-8.1302E-02,-9.448E+00
-8.1281E-02,-1.013E+01
-8.1281E-02,-9.302E+00
-8.1259E-02,-9.985E+00
-8.1259E-02,-9.204E+00
-8.1238E-02,-9.937E+00
-8.1238E-02,-9.106E+00
-8.1216E-02,-9.790E+00
-8.1216E-02,-8.960E+00
-8.1194E-02,-9.644E+00
-8.1194E-02,-8.862E+00
-8.1173E-02,-9.546E+00
-8.1173E-02,-8.813E+00
-8.1151E-02,-9.448E+00
-8.1151E-02,-8.618E+00
-8.1130E-02,-9.351E+00
-8.1130E-02,-8.521E+00
-8.1108E-02,-9.204E+00
-8.1108E-02,-8.472E+00
-8.1086E-02,-9.155E+00
-8.1086E-02,-8.276E+00
-8.1065E-02,-9.058E+00
-8.1065E-02,-8.130E+00
-8.1043E-02,-8.911E+00
-8.1043E-02,-8.081E+00
-8.1022E-02,-8.765E+00
-8.1022E-02,-7.935E+00
-8.1000E-02,-8.618E+00
-8.1000E-02,-7.788E+00
-8.0978E-02,-8.521E+00
-8.0978E-02,-7.593E+00
-8.0957E-02,-8.423E+00
-8.0957E-02,-7.544E+00
-8.0935E-02,-8.228E+00
-8.0935E-02,-7.397E+00
-8.0914E-02,-8.130E+00
-8.0914E-02,-7.251E+00
-8.0892E-02,-7.983E+00
-8.0892E-02,-7.153E+00
-8.0870E-02,-7.837E+00
-8.0870E-02,-7.007E+00
-8.0849E-02,-7.690E+00
-8.0849E-02,-6.860E+00
-8.0827E-02,-7.593E+00
-8.0827E-02,-6.714E+00
-8.0806E-02,-7.446E+00
-8.0806E-02,-6.616E+00
-8.0784E-02,-7.300E+00
-8.0784E-02,-6.372E+00
-8.0762E-02,-7.153E+00
-8.0762E-02,-6.274E+00
-8.0741E-02,-7.007E+00
-8.0741E-02,-6.079E+00
-8.0719E-02,-6.860E+00
-8.0719E-02,-5.933E+00
-8.0698E-02,-6.714E+00
-8.0698E-02,-5.786E+00
-8.0676E-02,-6.519E+00
-8.0676E-02,-5.591E+00
-8.0654E-02,-6.372E+00
-8.0654E-02,-5.444E+00
-8.0633E-02,-6.226E+00
-8.0633E-02,-5.298E+00
-8.0611E-02,-6.030E+00
-8.0611E-02,-5.054E+00
-8.0590E-02,-5.884E+00
-8.0590E-02,-4.907E+00
-8.0568E-02,-5.688E+00
-8.0568E-02,-4.712E+00
-8.0546E-02,-5.493E+00
-8.0546E-02,-4.517E+00
-8.0525E-02,-5.298E+00
-8.0525E-02,-4.370E+00
-8.0503E-02,-5.103E+00
-8.0503E-02,-4.175E+00
-8.0482E-02,-5.005E+00
-8.0482E-02,-3.979E+00
-8.0460E-02,-4.712E+00
-8.0460E-02,-3.784E+00
-8.0438E-02,-4.517E+00
-8.0438E-02,-3.589E+00
-8.0417E-02,-4.321E+00
-8.0417E-02,-3.394E+00
-8.0395E-02,-4.126E+00
-8.0395E-02,-3.198E+00
-8.0374E-02,-3.931E+00
-8.0374E-02,-3.003E+00
-8.0352E-02,-3.735E+00
-8.0352E-02,-2.808E+00
-8.0330E-02,-3.540E+00
-8.0330E-02,-2.612E+00
-8.0309E-02,-3.345E+00
-8.0309E-02,-2.417E+00
-8.0287E-02,-3.149E+00
-8.0287E-02,-2.222E+00
-8.0266E-02,-2.954E+00
-8.0266E-02,-2.026E+00
-8.0244E-02,-2.759E+00
-8.0244E-02,-1.880E+00
-8.0222E-02,-2.612E+00
-8.0222E-02,-1.685E+00
-8.0201E-02,-2.417E+00
-8.0201E-02,-1.538E+00
-8.0179E-02,-2.271E+00
-8.0179E-02,-1.343E+00
-8.0158E-02,-2.075E+00
-8.0158E-02,-1.147E+00
-8.0136E-02,-1.929E+00
-8.0136E-02,-9.521E-01
-8.0114E-02,-1.733E+00
-8.0114E-02,-8.057E-01
-8.0093E-02,-1.587E+00
-8.0093E-02,-6.104E-01
-8.0071E-02,-1.440E+00
-8.0071E-02,-4.639E-01
-8.0050E-02,-1.245E+00
-8.0050E-02,-3.662E-01
-8.0028E-02,-1.099E+00
-8.0028E-02,-1.709E-01
-8.0006E-02,-9.521E-01
-8.0006E-02,-2.441E-02
-7.9985E-02,-8.057E-01
-7.9985E-02,1.221E-01
-7.9963E-02,-6.592E-01
-7.9963E-02,2.197E-01
-7.9942E-02,-5.127E-01
-7.9942E-02,3.174E-01
-7.9920E-02,-4.150E-01
-7.9920E-02,4.639E-01
-7.9898E-02,-2.686E-01
-7.9898E-02,6.104E-01
-7.9877E-02,-1.709E-01
-7.9877E-02,7.080E-01
-7.9855E-02,-1.221E-01
-7.9855E-02,8.057E-01
-7.9834E-02,2.441E-02
-7.9834E-02,9.033E-01
-7.9812E-02,1.221E-01
-7.9812E-02,1.050E+00
-7.9790E-02,2.686E-01
-7.9790E-02,1.147E+00
-7.9769E-02,3.662E-01
-7.9769E-02,1.245E+00
-7.9747E-02,4.150E-01
-7.9747E-02,1.343E+00
-7.9726E-02,5.615E-01
-7.9726E-02,1.440E+00
-7.9704E-02,6.104E-01
-7.9704E-02,1.489E+00
-7.9682E-02,7.568E-01
-7.9682E-02,1.587E+00
-7.9661E-02,9.033E-01
-7.9661E-02,1.636E+00
-7.9639E-02,9.521E-01
-7.9639E-02,1.733E+00
-7.9618E-02,1.050E+00
-7.9618E-02,1.880E+00
-7.9596E-02,1.147E+00
-7.9596E-02,1.929E+00
-7.9574E-02,1.196E+00
-7.9574E-02,1.978E+00
-7.9553E-02,1.294E+00
-7.9553E-02,2.075E+00
-7.9531E-02,1.392E+00
-7.9531E-02,2.124E+00
-7.9510E-02,1.440E+00
-7.9510E-02,2.222E+00
-7.9488E-02,1.489E+00
-7.9488E-02,2.319E+00
-7.9466E-02,1.587E+00
-7.9466E-02,2.319E+00
-7.9445E-02,1.636E+00
-7.9445E-02,2.417E+00
-7.9423E-02,1.782E+00
-7.9423E-02,2.515E+00
-7.9402E-02,1.831E+00
-7.9402E-02,2.563E+00
-7.9380E-02,1.880E+00
-7.9380E-02,2.661E+00
-7.9358E-02,1.978E+00
-7.9358E-02,2.759E+00
-7.9337E-02,2.075E+00
-7.9337E-02,2.856E+00
-7.9315E-02,2.124E+00
-7.9315E-02,2.954E+00
-7.9294E-02,2.222E+00
-7.9294E-02,3.003E+00
-7.9272E-02,2.319E+00
-7.9272E-02,3.149E+00
-7.9250E-02,2.417E+00
-7.9250E-02,3.296E+00
-7.9229E-02,2.563E+00
-7.9229E-02,3.345E+00
-7.9207E-02,2.612E+00
-7.9207E-02,3.442E+00
-7.9186E-02,2.710E+00
-7.9186E-02,3.540E+00
-7.9164E-02,2.808E+00
-7.9164E-02,3.638E+00
-7.9142E-02,2.905E+00
-7.9142E-02,3.735E+00
-7.9121E-02,3.052E+00
-7.9121E-02,3.833E+00
-7.9099E-02,3.149E+00
-7.9099E-02,3.931E+00
-7.9078E-02,3.247E+00
-7.9078E-02,4.126E+00
-7.9056E-02,3.442E+00
-7.9056E-02,4.272E+00
-7.9034E-02,3.491E+00
-7.9034E-02,4.370E+00
-7.9013E-02,3.638E+00
-7.9013E-02,4.468E+00
-7.8991E-02,3.833E+00
-7.8991E-02,4.663E+00
-7.8970E-02,3.931E+00
-7.8970E-02,4.761E+00
-7.8948E-02,4.028E+00
-7.8948E-02,4.907E+00
-7.8926E-02,4.175E+00
-7.8926E-02,5.005E+00
-7.8905E-02,4.321E+00
-7.8905E-02,5.151E+00
-7.8883E-02,4.468E+00
-7.8883E-02,5.298E+00
-7.8862E-02,4.565E+00
-7.8862E-02,5.444E+00
-7.8840E-02,4.712E+00
-7.8840E-02,5.542E+00
-7.8818E-02,4.858E+00
-7.8818E-02,5.737E+00
-7.8797E-02,5.005E+00
-7.8797E-02,5.884E+00
-7.8775E-02,5.103E+00
-7.8775E-02,6.030E+00
-7.8754E-02,5.200E+00
-7.8754E-02,6.177E+00
-7.8732E-02,5.396E+00
-7.8732E-02,6.323E+00
-7.8710E-02,5.591E+00
-7.8710E-02,6.421E+00
-7.8689E-02,5.688E+00
-7.8689E-02,6.567E+00
-7.8667E-02,5.835E+00
-7.8667E-02,6.763E+00
-7.8646E-02,6.030E+00
-7.8646E-02,6.958E+00
-7.8624E-02,6.226E+00
-7.8624E-02,7.104E+00
-7.8602E-02,6.372E+00
-7.8602E-02,7.251E+00
-7.8581E-02,6.519E+00
-7.8581E-02,7.446E+00
-7.8559E-02,6.714E+00
-7.8559E-02,7.642E+00
-7.8538E-02,6.909E+00
-7.8538E-02,7.788E+00
-7.8516E-02,7.056E+00
-7.8516E-02,8.032E+00
-7.8494E-02,7.251E+00
-7.8494E-02,8.179E+00
-7.8473E-02,7.397E+00
-7.8473E-02,8.325E+00
-7.8451E-02,7.593E+00
-7.8451E-02,8.521E+00
-7.8430E-02,7.739E+00
-7.8430E-02,8.667E+00
-7.8408E-02,7.935E+00
-7.8408E-02,8.911E+00
-7.8386E-02,8.130E+00
-7.8386E-02,8.960E+00
-7.8365E-02,8.276E+00
-7.8365E-02,9.204E+00
-7.8343E-02,8.472E+00
-7.8343E-02,9.302E+00
-7.8322E-02,8.618E+00
-7.8322E-02,9.497E+00
-7.8300E-02,8.765E+00
-7.8300E-02,9.644E+00
-7.8278E-02,8.911E+00
-7.8278E-02,9.790E+00
-7.8257E-02,9.106E+00
-7.8257E-02,9.937E+00
-7.8235E-02,9.253E+00
-7.8235E-02,1.008E+01
-7.8214E-02,9.351E+00
-7.8214E-02,1.028E+01
-7.8192E-02,9.546E+00
-7.8192E-02,1.038E+01
-7.8170E-02,9.692E+00
-7.8170E-02,1.052E+01
-7.8149E-02,9.839E+00
-7.8149E-02,1.067E+01
-7.8127E-02,9.937E+00
-7.8127E-02,1.082E+01
-7.8106E-02,1.013E+01
-7.8106E-02,1.091E+01
-7.8084E-02,1.023E+01
-7.8084E-02,1.106E+01
-7.8062E-02,1.038E+01
-7.8062E-02,1.121E+01
-7.8041E-02,1.047E+01
-7.8041E-02,1.135E+01
-7.8019E-02,1.057E+01
-7.8019E-02,1.145E+01
-7.7998E-02,1.077E+01
-7.7998E-02,1.155E+01
-7.7976E-02,1.086E+01
-7.7976E-02,1.165E+01
-7.7954E-02,1.096E+01
-7.7954E-02,1.174E+01
-7.7933E-02,1.106E+01
-7.7933E-02,1.189E+01
-7.7911E-02,1.121E+01
-7.7911E-02,1.194E+01
-7.7890E-02,1.125E+01
-7.7890E-02,1.208E+01
-7.7868E-02,1.135E+01
-7.7868E-02,1.213E+01
-7.7846E-02,1.145E+01
-7.7846E-02,1.223E+01
-7.7825E-02,1.150E+01
-7.7825E-02,1.233E+01
-7.7803E-02,1.165E+01
-7.7803E-02,1.233E+01
-7.7782E-02,1.165E+01
-7.7782E-02,1.243E+01
-7.7760E-02,1.174E+01
-7.7760E-02,1.243E+01
-7.7738E-02,1.179E+01
-7.7738E-02,1.252E+01
-7.7717E-02,1.189E+01
-7.7717E-02,1.262E+01
-7.7695E-02,1.189E+01
-7.7695E-02,1.267E+01
-7.7674E-02,1.204E+01
-7.7674E-02,1.277E+01
-7.7652E-02,1.208E+01
-7.7652E-02,1.282E+01
-7.7630E-02,1.218E+01
-7.7630E-02,1.287E+01
-7.7609E-02,1.223E+01
-7.7609E-02,1.292E+01
-7.7587E-02,1.228E+01
-7.7587E-02,1.301E+01
-7.7566E-02,1.238E+01
-7.7566E-02,1.306E+01
-7.7544E-02,1.243E+01
-7.7544E-02,1.306E+01
-7.7522E-02,1.248E+01
-7.7522E-02,1.321E+01
-7.7501E-02,1.248E+01
-7.7501E-02,1.321E+01
-7.7479E-02,1.257E+01
-7.7479E-02,1.335E+01
-7.7458E-02,1.262E+01
-7.7458E-02,1.335E+01
-7.7436E-02,1.272E+01
-7.7436E-02,1.340E+01
-7.7414E-02,1.277E+01
-7.7414E-02,1.350E+01
-7.7393E-02,1.282E+01
-7.7393E-02,1.355E+01
-7.7371E-02,1.292E+01
-7.7371E-02,1.360E+01
-7.7350E-02,1.296E+01
-7.7350E-02,1.365E+01
-7.7328E-02,1.301E+01
-7.7328E-02,1.379E+01
-7.7306E-02,1.311E+01
-7.7306E-02,1.384E+01
-7.7285E-02,1.316E+01
-7.7285E-02,1.394E+01
-7.7263E-02,1.326E+01
-7.7263E-02,1.409E+01
-7.7242E-02,1.335E+01
-7.7242E-02,1.409E+01
-7.7220E-02,1.345E+01
-7.7220E-02,1.423E+01
-7.7198E-02,1.355E+01
-7.7198E-02,1.433E+01
-7.7177E-02,1.365E+01
-7.7177E-02,1.448E+01
-7.7155E-02,1.379E+01
-7.7155E-02,1.458E+01
-7.7134E-02,1.384E+01
-7.7134E-02,1.472E+01
-7.7112E-02,1.399E+01
-7.7112E-02,1.482E+01
-7.7090E-02,1.414E+01
-7.7090E-02,1.497E+01
-7.7069E-02,1.423E+01
-7.7069E-02,1.506E+01
-7.7047E-02,1.438E+01
-7.7047E-02,1.521E+01
-7.7026E-02,1.443E+01
-7.7026E-02,1.531E+01
-7.7004E-02,1.462E+01
-7.7004E-02,1.550E+01
-7.6982E-02,1.477E+01
-7.6982E-02,1.555E+01
-7.6961E-02,1.492E+01
-7.6961E-02,1.570E+01
-7.6939E-02,1.501E+01
-7.6939E-02,1.575E+01
-7.6918E-02,1.511E+01
-7.6918E-02,1.589E+01
-7.6896E-02,1.521E+01
-7.6896E-02,1.604E+01
-7.6874E-02,1.531E+01
-7.6874E-02,1.614E+01
-7.6853E-02,1.545E+01
-7.6853E-02,1.624E+01
-7.6831E-02,1.560E+01
-7.6831E-02,1.628E+01
-7.6810E-02,1.565E+01
-7.6810E-02,1.638E+01
-7.6788E-02,1.575E+01
-7.6788E-02,1.653E+01
-7.6766E-02,1.580E+01
-7.6766E-02,1.663E+01
-7.6745E-02,1.594E+01
-7.6745E-02,1.672E+01
-7.6723E-02,1.599E+01
-7.6723E-02,1.677E+01
-7.6702E-02,1.614E+01
-7.6702E-02,1.692E+01
-7.6680E-02,1.619E+01
-7.6680E-02,1.702E+01
-7.6658E-02,1.633E+01
-7.6658E-02,1.716E+01
-7.6637E-02,1.648E+01
-7.6637E-02,1.726E+01
-7.6615E-02,1.653E+01
-7.6615E-02,1.731E+01
-7.6594E-02,1.667E+01
-7.6594E-02,1.750E+01
-7.6572E-02,1.682E+01
-7.6572E-02,1.760E+01
-7.6550E-02,1.692E+01
-7.6550E-02,1.775E+01
-7.6529E-02,1.707E+01
-7.6529E-02,1.790E+01
-7.6507E-02,1.716E+01
-7.6507E-02,1.799E+01
-7.6486E-02,1.726E+01
-7.6486E-02,1.809E+01
-7.6464E-02,1.741E+01
-7.6464E-02,1.824E+01
-7.6442E-02,1.755E+01
-7.6442E-02,1.838E+01
-7.6421E-02,1.760E+01
-7.6421E-02,1.848E+01
-7.6399E-02,1.775E+01
-7.6399E-02,1.858E+01
-7.6378E-02,1.790E+01
-7.6378E-02,1.873E+01
-7.6356E-02,1.799E+01
-7.6356E-02,1.877E+01
-7.6334E-02,1.809E+01
-7.6334E-02,1.892E+01
-7.6313E-02,1.819E+01
-7.6313E-02,1.897E+01
-7.6291E-02,1.829E+01
-7.6291E-02,1.912E+01
-7.6270E-02,1.833E+01
-7.6270E-02,1.917E+01
-7.6248E-02,1.848E+01
-7.6248E-02,1.926E+01
-7.6226E-02,1.853E+01
-7.6226E-02,1.931E+01
-7.6205E-02,1.863E+01
-7.6205E-02,1.941E+01
-7.6183E-02,1.868E+01
-7.6183E-02,1.941E+01
-7.6162E-02,1.873E+01
-7.6162E-02,1.946E+01
-7.6140E-02,1.882E+01
-7.6140E-02,1.951E+01
-7.6118E-02,1.887E+01
-7.6118E-02,1.960E+01
-7.6097E-02,1.887E+01
-7.6097E-02,1.960E+01
-7.6075E-02,1.892E+01
-7.6075E-02,1.960E+01
-7.6054E-02,1.897E+01
-7.6054E-02,1.965E+01
-7.6032E-02,1.902E+01
-7.6032E-02,1.970E+01
-7.6010E-02,1.902E+01
-7.6010E-02,1.975E+01
-7.5989E-02,1.902E+01
-7.5989E-02,1.975E+01
-7.5967E-02,1.907E+01
-7.5967E-02,1.975E+01
-7.5946E-02,1.907E+01
-7.5946E-02,1.975E+01
-7.5924E-02,1.907E+01
-7.5924E-02,1.980E+01
-7.5902E-02,1.912E+01
-7.5902E-02,1.985E+01
-7.5881E-02,1.917E+01
-7.5881E-02,1.985E+01
-7.5859E-02,1.917E+01
-7.5859E-02,1.985E+01
-7.5838E-02,1.917E+01
-7.5838E-02,1.985E+01
-7.5816E-02,1.921E+01
-7.5816E-02,1.990E+01
-7.5794E-02,1.921E+01
-7.5794E-02,1.990E+01
-7.5773E-02,1.921E+01
-7.5773E-02,1.995E+01
-7.5751E-02,1.931E+01
-7.5751E-02,1.995E+01
-7.5730E-02,1.931E+01
-7.5730E-02,2.000E+01
-7.5708E-02,1.931E+01
-7.5708E-02,2.000E+01
-7.5686E-02,1.936E+01
-7.5686E-02,2.004E+01
-7.5665E-02,1.941E+01
-7.5665E-02,2.009E+01
-7.5643E-02,1.941E+01
-7.5643E-02,2.014E+01
-7.5622E-02,1.941E+01
-7.5622E-02,2.019E+01
-7.5600E-02,1.946E+01
-7.5600E-02,2.024E+01
-7.5578E-02,1.956E+01
-7.5578E-02,2.024E+01
-7.5557E-02,1.960E+01
-7.5557E-02,2.034E+01
-7.5535E-02,1.960E+01
-7.5535E-02,2.039E+01
-7.5514E-02,1.970E+01
-7.5514E-02,2.039E+01
-7.5492E-02,1.975E+01
-7.5492E-02,2.048E+01
-7.5470E-02,1.980E+01
-7.5470E-02,2.053E+01
-7.5449E-02,1.985E+01
-7.5449E-02,2.053E+01
-7.5427E-02,1.990E+01
-7.5427E-02,2.058E+01
-7.5406E-02,1.995E+01
-7.5406E-02,2.063E+01
-7.5384E-02,1.995E+01
-7.5384E-02,2.073E+01
-7.5362E-02,2.009E+01
-7.5362E-02,2.073E+01
-7.5341E-02,2.009E+01
-7.5341E-02,2.078E+01
-7.5319E-02,2.014E+01
-7.5319E-02,2.087E+01
-7.5298E-02,2.014E+01
-7.5298E-02,2.092E+01
-7.5276E-02,2.024E+01
-7.5276E-02,2.097E+01
-7.5254E-02,2.029E+01
-7.5254E-02,2.097E+01
-7.5233E-02,2.029E+01
-7.5233E-02,2.092E+01
-7.5211E-02,2.029E+01
-7.5211E-02,2.097E+01
-7.5190E-02,2.034E+01
-7.5190E-02,2.102E+01
-7.5168E-02,2.034E+01
-7.5168E-02,2.102E+01
-7.5146E-02,2.034E+01
-7.5146E-02,2.107E+01
-7.5125E-02,2.039E+01
-7.5125E-02,2.107E+01
-7.5103E-02,2.039E+01
-7.5103E-02,2.112E+01
-7.5082E-02,2.043E+01
-7.5082E-02,2.112E+01
-7.5060E-02,2.043E+01
-7.5060E-02,2.107E+01
-7.5038E-02,2.043E+01
-7.5038E-02,2.112E+01
-7.5017E-02,2.043E+01
-7.5017E-02,2.112E+01
-7.4995E-02,2.043E+01
-7.4995E-02,2.112E+01
-7.4974E-02,2.048E+01
-7.4974E-02,2.112E+01
-7.4952E-02,2.048E+01
-7.4952E-02,2.112E+01
-7.4930E-02,2.048E+01
-7.4930E-02,2.122E+01
-7.4909E-02,2.048E+01
-7.4909E-02,2.122E+01
-7.4887E-02,2.048E+01
-7.4887E-02,2.122E+01
-7.4866E-02,2.053E+01
-7.4866E-02,2.122E+01
-7.4844E-02,2.058E+01
-7.4844E-02,2.122E+01
-7.4822E-02,2.053E+01
-7.4822E-02,2.122E+01
-7.4801E-02,2.053E+01
-7.4801E-02,2.122E+01
-7.4779E-02,2.058E+01
-7.4779E-02,2.126E+01
-7.4758E-02,2.053E+01
-7.4758E-02,2.126E+01
-7.4736E-02,2.053E+01
-7.4736E-02,2.126E+01
-7.4714E-02,2.058E+01
-7.4714E-02,2.126E+01
-7.4693E-02,2.058E+01
-7.4693E-02,2.122E+01
-7.4671E-02,2.063E+01
-7.4671E-02,2.122E+01
-7.4650E-02,2.063E+01
-7.4650E-02,2.126E+01
-7.4628E-02,2.063E+01
-7.4628E-02,2.126E+01
-7.4606E-02,2.063E+01
-7.4606E-02,2.126E+01
-7.4585E-02,2.063E+01
-7.4585E-02,2.126E+01
-7.4563E-02,2.063E+01
-7.4563E-02,2.131E+01
-7.4542E-02,2.063E+01
-7.4542E-02,2.131E+01
-7.4520E-02,2.063E+01
-7.4520E-02,2.126E+01
-7.4498E-02,2.063E+01
-7.4498E-02,2.126E+01
-7.4477E-02,2.063E+01
-7.4477E-02,2.126E+01
-7.4455E-02,2.063E+01
-7.4455E-02,2.126E+01
-7.4434E-02,2.063E+01
-7.4434E-02,2.126E+01
-7.4412E-02,2.063E+01
-7.4412E-02,2.126E+01
-7.4390E-02,2.063E+01
-7.4390E-02,2.126E+01
-7.4369E-02,2.063E+01
-7.4369E-02,2.131E+01
-7.4347E-02,2.063E+01
-7.4347E-02,2.131E+01
-7.4326E-02,2.063E+01
-7.4326E-02,2.126E+01
-7.4304E-02,2.063E+01
-7.4304E-02,2.131E+01
-7.4282E-02,2.063E+01
-7.4282E-02,2.131E+01
-7.4261E-02,2.063E+01
-7.4261E-02,2.126E+01
-7.4239E-02,2.063E+01
-7.4239E-02,2.126E+01
-7.4218E-02,2.063E+01
-7.4218E-02,2.126E+01
-7.4196E-02,2.063E+01
-7.4196E-02,2.126E+01
-7.4174E-02,2.063E+01
-7.4174E-02,2.126E+01
-7.4153E-02,2.063E+01
-7.4153E-02,2.131E+01
-7.4131E-02,2.063E+01
-7.4131E-02,2.131E+01
-7.4110E-02,2.063E+01
-7.4110E-02,2.131E+01
-7.4088E-02,2.063E+01
-7.4088E-02,2.131E+01
-7.4066E-02,2.063E+01
-7.4066E-02,2.126E+01
-7.4045E-02,2.058E+01
-7.4045E-02,2.126E+01
-7.4023E-02,2.058E+01
-7.4023E-02,2.126E+01
-7.4002E-02,2.058E+01
-7.4002E-02,2.131E+01
-7.3980E-02,2.058E+01
-7.3980E-02,2.131E+01
-7.3958E-02,2.063E+01
-7.3958E-02,2.126E+01
-7.3937E-02,2.058E+01
-7.3937E-02,2.126E+01
-7.3915E-02,2.058E+01
-7.3915E-02,2.126E+01
-7.3894E-02,2.053E+01
-7.3894E-02,2.122E+01
-7.3872E-02,2.053E+01
-7.3872E-02,2.122E+01
-7.3850E-02,2.053E+01
-7.3850E-02,2.122E+01
-7.3829E-02,2.053E+01
-7.3829E-02,2.122E+01
-7.3807E-02,2.058E+01
-7.3807E-02,2.122E+01
-7.3786E-02,2.053E+01
-7.3786E-02,2.122E+01
-7.3764E-02,2.048E+01
-7.3764E-02,2.122E+01
-7.3742E-02,2.048E+01
-7.3742E-02,2.122E+01
-7.3721E-02,2.048E+01
-7.3721E-02,2.122E+01
-7.3699E-02,2.048E+01
-7.3699E-02,2.112E+01
-7.3678E-02,2.048E+01
-7.3678E-02,2.112E+01
